"Season","Rep","Model","n","Use_Hydrologic_Group","Use_Tile","AIC","AUC","RMSE","R2m","R2c","REvar","Singular"
"Pre-growing season",37,"Agricultural",21,FALSE,FALSE,88.2067405163308,,1.28743327466257,0.13565869693988,,0,TRUE
"Pre-growing season",37,"Site",21,FALSE,FALSE,82.1848831897501,,1.22692503359943,0.218097714090363,,2.16144192876026e-16,TRUE
"Pre-growing season",37,"Full",21,FALSE,FALSE,87.567591142111,,1.20902425908582,0.241605961296585,,0,TRUE
"Pre-growing season",38,"Storm",21,FALSE,FALSE,82.1321879384144,,0.804291474921391,0.511168631932461,0.747934997404145,0.914336194192592,FALSE
"Pre-growing season",38,"Agricultural",21,FALSE,FALSE,85.8093866219759,,0.640154444563814,0.531099344677315,0.827861485162385,1.19736323425499,FALSE
"Pre-growing season",38,"Site",21,FALSE,FALSE,82.822212099129,,1.02042371149247,0.519184832858859,0.620023411491539,0.33356993698502,FALSE
"Pre-growing season",38,"Full",21,FALSE,FALSE,87.1971112367457,,0.699973455410278,0.547738881889713,0.795104454489552,0.935551644403055,FALSE
"Pre-growing season",39,"Storm",21,FALSE,FALSE,85.5607725825634,,1.39446165869582,0.022701043954283,,0,TRUE
"Pre-growing season",39,"Agricultural",21,FALSE,FALSE,85.6774556342138,,1.21219099041891,0.270203363959308,,0,TRUE
"Pre-growing season",39,"Site",21,FALSE,FALSE,84.8198909858733,,1.30636614473942,0.147380697793007,,0,TRUE
"Pre-growing season",39,"Full",21,FALSE,FALSE,87.0731514329625,,1.19487462411205,0.291638201440627,,0,TRUE
"Pre-growing season",40,"Storm",21,TRUE,TRUE,83.4498677047331,,1.32610860561739,0.257112152896688,,0,TRUE
"Pre-growing season",40,"Agricultural",21,TRUE,TRUE,85.1698481938511,,0.925142571523635,0.424900374519289,0.56552618317703,0.355911191098223,FALSE
"Pre-growing season",40,"Site",21,TRUE,TRUE,88.9009526643981,,1.11447707908856,0.354503991681528,0.426125777295289,0.173331453597349,FALSE
"Pre-growing season",40,"Full",21,TRUE,TRUE,87.8897088423758,,1.0561455033361,0.535107188600194,,0,TRUE
"Pre-growing season",41,"Storm",21,TRUE,TRUE,76.778935917851,,0.639413494261987,0.317182692497232,0.687305595626938,0.797120521171735,FALSE
"Pre-growing season",41,"Agricultural",21,TRUE,TRUE,82.2276193803021,,0.744351634462992,0.361774238262794,0.617259596234443,0.535606812032191,FALSE
"Pre-growing season",41,"Site",21,TRUE,TRUE,74.4739687389356,,0.806326446576362,0.652184685905844,0.684944381007132,0.0740805328026443,FALSE
"Pre-growing season",41,"Full",21,TRUE,TRUE,79.9660425495257,,0.874561415062373,0.665015235955673,,0,TRUE
"Pre-growing season",42,"Storm",21,FALSE,TRUE,84.7655447593655,,1.3683073120133,0.21625197714482,,3.54574269805733e-18,TRUE
"Pre-growing season",42,"Agricultural",21,FALSE,TRUE,85.2588510595945,,1.25870287966179,0.340756023571595,,0,TRUE
"Pre-growing season",42,"Site",21,FALSE,TRUE,81.9883411809593,,1.16440758539792,0.438499495442299,,0,TRUE
